"bioID","firstName","middleName","lastName","fullGivenName","nameSuffix","nameNick","pos","height","weight","college","birthDate","birthCity","birthState","birthCountry","highSchool","hsCity","hsState","hsCountry","deathDate","race"
"turnebi01","William","R.","Turner","","III","Bill","F","79","220","Akron","1944-02-18","Cleveland","OH","USA","Central Hower","Akron","OH","USA","0000-00-00","B"
"turnehe01","Herschell","C.","Turner","","","H.T.","G","74","195","Nebraska","1938-03-29","","","","Shortridge","Indianapolis","IN","USA","0000-00-00","B"
"turneja01","Jackie","Lee","Turner","","","Jack","F-G","76","170","Western Kentucky","1930-06-29","Bedford","IN","USA","Bedford","Bedford","IN","USA","0000-00-00","W"
"turneja02","John","F.","Turner","","","Jack","G-F","77","200","Louisville","1939-06-05","","","","Newport","Newport","KY","USA","0000-00-00","W"
"turneje01","Jeffrey","Steven","Turner","","","Jeff","F-C","81","230","Vanderbilt","1962-04-09","Bangor","ME","USA","Brandon","Brandon","FL","USA","0000-00-00","W"
"turpime01","Melvin","Harrison","Turpin","","","Mel","C","83","240","Kentucky","1960-12-28","Lexington","KY","USA","Bryan Station / Fork Union Mil. Acad.","Lexington /Fork Union","KY / VA","USA","2010-07-08","B"
"twymaja01","John","Kennedy","Twyman","","","Jack, Smokey, Twacky, Twy","F-G","78","210","Cincinnati","1934-05-11","Pittsburgh","PA","USA","Central Catholic","Pittsburgh","PA","USA","2012-05-30","W"
"tylerbj01","Brandon","Joel","Tyler","","","B.J.","G","73","185","Texas","1971-04-30","Galveston","TX","USA","Lincoln","Port Arthur","TX","USA","0000-00-00","B"
"tyrach01","Charles","E.","Tyra","","","Charlie, Moose","C-F","80","230","Louisville","1935-08-16","Louisville","KY","USA","Atherton","Louisville","KY","USA","2006-12-29","W"
"udohek01","Ekpedeme","Friday","Udoh","","","Ekpe","F","82","240","Baylor","1987-05-20","Edmond","OK","USA","Edmond Santa Fe","Edmond","OK","USA","0000-00-00","B"
"unselwe01","Westley","Sissel","Unseld","","","Wes","C-F","79","245","Louisville","1946-03-14","Louisville","KY","USA","Seneca","Louisville","KY","USA","0000-00-00","B"
"uplinha01","Harold","F.","Uplinger","","","Hal, Razor","G","76","185","LIU","1929-09-30","","","","John Marshall","Los Angeles","CA","USA","2011-02-01","W"
"vacenst01","Stephen","T.","Vacendak","","","Steve","G","73","185","Duke","1944-08-15","Scranton","PA","USA","Scranton Prep","Scranton","PA","USA","0000-00-00","W"
"vanardi01","Richard","Albert","Van Arsdale","","","Dick, Van, The Original Sun","G-F","76.5","202","Indiana","1943-02-22","Indianapolis","IN","USA","Manual","Indianapolis","IN","USA","0000-00-00","W"
"vanarto01","Thomas","Arthur","Van Arsdale","","","Tom","F-G","77","200","Indiana","1943-02-22","Indianapolis","IN","USA","Manual","Indianapolis","IN","USA","0000-00-00","W"
"vanbrbi01","Willem","Hendrik","Van Breda Kolff","","","Bill, Butch","G-F","75","185","NYU","1922-10-28","Glen Ridge","NJ","USA","The Hill School","Pottstown","PA","USA","2007-08-22","W"
"vancege01","Ellis","Eugene","Vance","","","Gene","G-F","75","194","Illinois","1923-02-25","Peru","IL","USA","Clinton","Clinton","IL","USA","2012-02-16","W"
"vandeer01","Ernest","Maurice","Vandeweghe","","Jr.","Ernie, Doc","F-G","75","195","Colgate","1928-09-12","Montreal","QU","CAN","Oceanside","Oceanside","NY","USA","0000-00-00","W"
"vandeki01","Ernest","Maurice","Vandeweghe","","III","Kiki","F","80","220","UCLA","1958-08-01","Weisbaden","","GER","Pacific Palisades","Pacific Palisades","CA","USA","0000-00-00","W"
"vanexni01","Nickey","Maxwell","Van Exel","","","Nick, Nick the Quick","G","73","170","Cincinnati","1971-11-27","Kenosha","WI","USA","St. Joseph's","Kenosha","WI","USA","0000-00-00","B"
"vanlino01","Norman","Allen","Van Lier","","III","Norm, Stormin' Norman","G","73","173","St. Francis (PA)","1947-04-01","East Liverpool","OH","USA","Midland","Midland","PA","USA","2009-02-26","B"
"vanosni01","Nicholas","","Vanos","","","Nick","C","85","255","Santa Clara","1963-04-13","San Mateo","CA","USA","Hillsdale","San Mateo","CA","USA","1987-08-16","W"
"vaughch01","Charles","","Vaughn","","","Chico","G","74","190","Southern Illinois","1940-02-19","Portland","OR","USA","Tamms","Tamms","IL","USA","0000-00-00","B"
"vergabo01","Robert","Bruce","Verga","","","Bob","G","72","180","Duke","1945-09-07","Neptune","NJ","USA","St. Rose's","Belmar","NJ","USA","0000-00-00","W"
"verhope01","Peter","Gerard","Verhoeven","","","Pete","F","81","214","Fresno State","1959-02-15","Hanford","CA","USA","Hanford","Hanford","CA","USA","0000-00-00","W"
"vincesa01","James","Samuel","Vincent","","","Sam","G","74","185","Michigan State","1963-05-18","Lansing","MI","USA","Eastern","Lansing","MI","USA","0000-00-00","B"
"vinsofr01","Frederick","O'Neal","Vinson","","","","G","76","190","Georgia Tech","1971-01-28","Murfreesboro","NC","USA","Northampton County East","Conway","NC","USA","0000-00-00","B"
"vonniwh01","Stanley","L.","Von Nieda","","Jr.","Whitey, Stan","G-F","73","170","Penn State","1922-06-19","Ephrata","PA","USA","Ephrata","Ephrata","PA","USA","0000-00-00","W"
"voskuja01","Robert","Jake","Voskuhl","","","Jake","C","83","245","Connecticut","1977-11-01","Tulsa","OK","USA","Strake Jesuit College Prep","Houston","TX","USA","0000-00-00","W"
"vraneda01","Daniel","LaDrew","Vranes","","","Danny","F","79","210","Utah","1958-10-29","Salt Lake City","UT","USA","Skyline","Salt Lake City","UT","USA","0000-00-00","W"
"vranesl01","Vladimir","","Vranes","","","Slavko","C","88","250","none","1983-01-30","Belgrade","","YUG","","","","","0000-00-00","W"
"vrankst01","Stojan","","Vrankovic","","","Stojko","C","86","260","none","1964-01-22","Drnis","","YUG","","","","","0000-00-00","W"
"vujacsa01","Alexander","","Vujacic","","","Sasha","G","79","193","none","1984-03-08","Maribor","","SLO","","","","","0000-00-00","W"
"wafervo01","Vakeaton","Quamar","Wafer","","","Von","G","77","210","Florida State","1985-07-21","Homer","LA","USA","Heritage Christian / Laurinburg / Paschal / Pineview","Cleveland / Laurinburg / Ft Worth / Lisbon","TX/NC/TX/LA","USA","0000-00-00","B"
"wagercl01","Clinton","Belmar","Wager","","","Clint","C-F","77.5","210","St. Mary's (MN)","1920-01-20","Winona","MN","USA","Winona","Winona","MN","USA","1996-02-29","W"
"wagneda01","Daniel","Earnest","Wagner","","","Danny, Dan, Flipper","G","72","170","Texas","1922-08-01","(ht) Houston","TX","USA","Lamar","Houston","TX","USA","1997-12-27","W"
"wagnemi01","Milton","","Wagner","","Jr.","Milt","G","76","181","Louisville","1963-02-20","Camden","NJ","USA","Camden","Camden","NJ","USA","0000-00-00","B"
"wagneph01","Phillip","C.","Wagner","","","Phil","G","74","190","Georgia Tech","1945-12-18","","","","Harrison County","Harrison County","KY","USA","0000-00-00","W"
"walkean01","Andrew","Martin","Walker","","","Andy","G","76","190","Niagara","1955-03-25","Long Island City","NY","USA","Long Island City","Long Island City","NY","USA","0000-00-00","B"
"walkech01","Chester","","Walker","","","Chet, The Jet","F-G","78","200","Bradley","1940-02-22","Bethlehem","MS","USA","Benton Harbor","Benton Harbor","MI","USA","0000-00-00","B"
"walkefo01","Clarence","","Walker","","","Foots","G","72","170","West Georgia","1951-05-21","Southampton","NY","USA","Southampton","Southampton","NY","USA","0000-00-00","B"
"walkeji01","James","","Walker","","","Jimmy","G","75","195","Providence","1944-04-08","Amherst","VA","USA","Laurinburg","Laurinburg","NC","USA","2007-07-02","B"
"walkeke01","Kenneth","","Walker","","","Kenny, Sky","F","80","210","Kentucky","1964-08-18","Roberta","GA","USA","Crawford County","Roberta","GA","USA","0000-00-00","B"
"walkeph01","Phillip","B.","Walker","","","Phil","G","75","180","Millersville St. (PA)","1956-03-20","Philadelphia","PA","USA","Central","Philadelphia","PA","USA","0000-00-00","B"
"walkewa01","Walter","Frederick","Walker","","","Wally","F","78.5","190","Virginia","1954-07-18","Millersville","PA","USA","Pennsylvania Manor","Millersville","PA","USA","0000-00-00","W"
"wallare01","Michael","John","Wallace","","","Mike, Red","G","73","185","Scranton","1918-07-12","","","","Fells Township","Simpson","PA","USA","1977-07-07","W"
"walljo01","Johnathan","Hildred","Wall","","Jr.","John","G","76","195","Kentucky","1990-09-06","Raleigh","NC","USA","Garner Magnet / N. Broughton (DNP)/Word of God Chr Acad","Garner / Raleigh/Raleigh","NC / NC/ NC","USA","0000-00-00","B"
"walshji01","James","Patrick","Walsh","","","Jim","F","76","190","Stanford","1930-08-29","San Francisco","CA","USA","St. James","San Francisco","CA","USA","1976-03-04","W"
"walshma01","Matthew","Vincent","Walsh","","","Matt","G-F","78","205","Florida ","1982-12-02","Holland","PA","USA","Germantown Academy","Fort Washington","PA","USA","0000-00-00","W"
"waltobi01","William","Theodore","Walton","","III","Bill","C-F","83","210","UCLA","1952-11-05","La Mesa","CA","USA","Helix","La Mesa","CA","USA","0000-00-00","W"
"wanzebo01","Robert","Francis","Wanzer","","","Bobby, Hooks","G","72","170","Seton Hall","1921-06-04","Brooklyn","NY","USA","Benjamin Franklin","New York","NY","USA","0000-00-00","W"
"wardge01","Gerald","W.","Ward","","","Gerry","G","76","188","Boston College","1941-09-06","New York","NY","USA","Cardinal Hayes","Bronx","NY","USA","0000-00-00","W"
"wareji01","James","Edward","Ware","","","Jim, Jumpin' Jim","F","79","210","Oklahoma City","1944-05-02","Natchez","MS","USA","","","","","0000-00-00","B"
"warlibo01","Robert","Lee","Warlick","","","Bob","G-F","77","200","Denver","1941-03-20","Hickory","NC","USA","Ridgeview","Hickory","NC","USA","2005-09-06","B"
"warrebo01","Robert","G.","Warren","","","Bob, Bobby, Colonel","G","77","190","Vanderbilt","1946-07-17","Murray","KY","USA","South Marshall","Benton","KY","USA","0000-00-00","W"
"washbch01","Christopher","Scott","Washburn","","","Chris","C","83","225","North Carolina State","1965-05-13","Hickory","NC","USA","Hickory","Hickory","NC","USA","0000-00-00","B"
"washibo01","Robert","","Washington","","","Bobby","G","71","175","Eastern Kentucky","1947-07-11","","","","Dunbar","Lexington","KY","USA","0000-00-00","B"
"washido01","Donald","Maurice","Washington","","Jr.","Don","F","80","210","North Carolina","1952-04-22","Washington","DC","USA","St. Anthony","Washington","DC","USA","0000-00-00","B"
"washiji01","James","H.","Washington","","","Jim","F-C","78","205","Villanova","1943-07-01","Philadelphia","PA","USA","West Catholic","Philadelphia","PA","USA","0000-00-00","B"
"washipe01","Dwayne","Alonzo","Washington","","","Pearl","G","74","190","Syracuse","1964-01-06","Brooklyn","NY","USA","Boys and Girls","Brooklyn","NY","USA","0000-00-00","B"
"washist01","Stanley","","Washington","","","Stan","G","76","190","San Diego","1952-01-23","Washington","DC","USA","Spingarn","Washington","DC","USA","0000-00-00","B"
"washitr01","Thomas","","Washington","","","Tom, Trooper","F-C","79","215","Cheyney State","1944-04-21","Philadelphia","PA","USA","Thomas Edison","Philadelphia","PA","USA","2004-11-20","B"
"watsobo01","Robert","E.","Watson","","","Bobby","G","70","155","Kentucky","1930-03-22","","","","Owensboro","Owensboro","KY","USA","0000-00-00","W"
"wattsro01","Ronald","Michael","Watts","","","Ron, Ronny","F","78","210","Wake Forest","1943-05-21","Washington","DC","USA","Woodrow Wilson","Washington","DC","USA","0000-00-00","W"
"wattssa01","Samuel","D.","Watts","","","Sam","G","75","185","Florida A&M","1948-03-14","","","","","","","","0000-00-00","B"
"wattssl01","Donald","Earl","Watts","","","Slick","G","73","175","Xavier (LA)","1951-07-22","Rolling Fork","MS","USA","Henry Weather","Rolling Fork","MS","USA","0000-00-00","B"
"webbech01","Mayce","Edward Christopher","Webber","","III","Chris","F-C","81","245","Michigan","1973-03-01","Detroit","MI","USA","Detroit Country Day","Beverly Hills","MI","USA","0000-00-00","B"
"webbje01","Jeffrey","William","Webb","","","Jeff","G","76","170","Kansas State","1948-07-06","","","","West","Milwaukee","WI","USA","0000-00-00","W"
"webbsp01","Anthony","Jerome","Webb","","","Spud","G","66","130","North Carolina State","1963-07-13","Dallas","TX","USA","Wilmer-Hutchins","Dallas","TX","USA","0000-00-00","B"
"weberja01","Forest","John","Weber","","","Jake","C","78","225","Purdue","1918-03-18","Rushville","IN","USA","Plainfield","Plainfield","IN","USA","1990-01-06","W"
"webstje01","Jeffrey","Tyrone","Webster","","","Jeff","F","80","232","Oklahoma","1971-02-19","Pine Bluff","AR","USA","Carl Albert","Midwest City","OK","USA","0000-00-00","B"
"weissbo01","Robert","William","Weiss","","","Bob, Bobby","G","74","180","Penn State","1942-05-07","Easton","PA","USA","Athens Area","Athens","PA","USA","0000-00-00","W"
"weitzri01","Richard","L.","Weitzman","","","Rick","G","74","175","Northeastern","1946-04-30","Boston","MA","USA","Brookline","Brookline","MA","USA","0000-00-00","W"
"wellsbo01","Gawen","Deangelo","Wells","","","Bonzi","G-F","77","210","Ball State","1976-09-20","Muncie","IN","USA","Central","Muncie","IN","USA","0000-00-00","B"
"wellsbu01","Charles","Richard","Wells","","","Bubba","F","77","230","Austin Peay","1974-07-26","Russellville","KY","USA","Russellville","Russellville","KY","USA","0000-00-00","B"
"welpch01","Christian","Ansgar","Welp","","","Chris","C","84","245","Washington","1964-01-02","Delmenhorst","","GER","Olympic","Silverdale","WA","USA","0000-00-00","W"
"wennibi01","William","Percey","Wennington","","","Bill","C","84","245","St. John's (NY)","1963-12-26","Montreal","QU","CAN","Long Island Lutheran","Brookville","NY","USA","0000-00-00","W"
"wenstma01","Matthew","William","Wenstrom","","","Matt","C","85","250","North Carolina ","1970-11-04","Minneapolis","MN","USA","Mayde Creek","Katy","TX","USA","0000-00-00","W"
"weslewa01","Walter","","Wesley","","","Walt","C","83","220","Kansas","1945-01-25","Fort Myers","FL","USA","Dunbar","Fort Myers","FL","USA","0000-00-00","B"
"westdo01","Jeffery","Douglas","West","","","Doug, Fresh","G-F","78","200","Villanova","1967-05-27","Altoona","PA","USA","Altoona Area","Altoona","PA","USA","0000-00-00","B"
"whitask01","Lucian","Cary","Whitaker","","","Skippy","G","73","180","Kentucky","1930-08-29","(ht) Sarasota","FL","USA","","","","","0000-00-00","W"
"whitehe01","Herbert","Thomas","White","","","Herb","G","74","195","Georgia","1948-06-15","","","","Decatur","Decatur","GA","USA","0000-00-00","W"
"whitehu01","Hubert","","White","","Jr.","Hubie","G-F","76","205","Villanova","1940-01-26","","","","West Philadelphia","Philadelphia","PA","USA","0000-00-00","B"
"whitejo01","Joseph","Henry","White","","","Jo Jo","G","75","190","Kansas","1946-11-16","St. Louis","MO","USA","O'Fallon Tech/Vashon/McKinley","St. Louis","MO","USA","0000-00-00","B"
"whiteru01","Rudolph","","White","","","Rudy","G","74","195","Arizona State","1953-06-23","Silver City","NM","USA","Union","Phoenix","AZ","USA","0000-00-00","B"
"whitnch01","Christopher","Antoine","Whitney","","","Chris","G","72","168","Clemson","1971-10-05","Hopkinsville","KY","USA","Christian County","Hopkinsville","KY","USA","0000-00-00","B"
"whitnha01","Henry","Lee","Whitney","","","Hank","F-C","79","230","Iowa State","1939-04-28","Brooklyn","NY","USA","Fashion Industries","New York","NY","USA","0000-00-00","B"
"whitnha02","Charles","Vincent","Whitney","","","Hawkeye","G-F","77","213","North Carolina State","1957-06-22","Washington","DC","USA","DeMatha Catholic","Hyattsville","MD","USA","0000-00-00","B"
"widbyro01","George","Ronald","Widby","","","Ron","F","76","210","Tennessee","1945-03-09","Knoxville","TN","USA","Fulton","Knoxville","TN","USA","0000-00-00","W"
"wiesebo01","Robert","B.","Wiesenhahn","","Jr.","Bob, Wiesy, Huey, Bull, Bear","F","76","215","Cincinnati","1938-12-22","Cincinnati","OH","USA","McNicholas","Cincinnati","OH","USA","0000-00-00","W"
"wilbuke01","Kenneth","","Wilburn","","","Ken","F","78","195","Central State (OH)","1944-06-08","River Rouge","MI","USA","River Rouge","River Rouge","MI","USA","0000-00-00","B"
"wileyge01","Eugene","","Wiley","","","Gene","C","82","210","Wichita","1937-11-12","","","","East  (DNP) / Carver","Wichita / Amarillo","KS / TX","USA","0000-00-00","B"
"wilkebo01","Robert","Lee","Wilkerson","","","Bob, Bobby","G-F","78","195","Indiana","1954-08-15","Anderson","IN","USA","Madison Heights","Anderson","IN","USA","0000-00-00","B"
"wilkele01","Leonard","Randolph","Wilkens","","","Lenny","G","73","180","Providence","1937-10-28","Brooklyn","NY","USA","Boys","Brooklyn","NY","USA","0000-00-00","B"
"wilkido01","Jacques","Dominique","Wilkins","","","Dominique, the Human Highlight Film","F-G","79","200","Georgia","1960-01-12","Paris","","FRA","Washington","Washington","NC","USA","0000-00-00","B"
"wilkied01","Eddie","Lee","Wilkins","","","Eddie Lee, Easy","F-C","82","220","Gardner-Webb","1962-05-07","Cartersville","GA","USA","Cass","Cartersville","GA","USA","0000-00-00","B"
"wilkije01","Jeffrey","","Wilkins","","","Jeff","C-F","82","230","Illinois State","1955-03-09","Chicago","IL","USA","Elgin","Elgin","IL","USA","0000-00-00","B"
"wilksmi01","Michael","Sharod","Wilks","","Jr.","Mike","G","70","180","Rice","1979-05-07","Milwaukee","WI","USA","Rufus King","Milwaukee","WI","USA","0000-00-00","B"
"williar01","Arthur","T.","Williams","","","Art, Hambone","G","73","180","California Poly","1939-09-29","Bonham","TX","USA","San Diego","San Diego","CA","USA","0000-00-00","B"
"willibe01","Bernard","","Williams","","","Bernie","G","75","175","LaSalle","1945-12-30","Washington","DC","USA","DeMatha Catholic","Hyattsville","MD","USA","0000-00-00","B"
"willibo01","Robert","L.","Williams","","","Bob, Big Bob","F","78","220","Florida A&M","1931-05-12","","","","Booker T. Washington","Pensacola","FL","USA","0000-00-00","B"
"willibu01","Charles","Linwood","Williams","","","Buck","F-C","80","215","Maryland","1960-03-08","Rocky Mount","NC","USA","Rocky Mount","Rocky Mount","NC","USA","0000-00-00","B"
"willich02","Edward","","Williams","","","Chuck","G","74","175","Colorado","1946-06-06","Boulder","CO","USA","East","Denver","CO ","USA","0000-00-00","B"
"willich03","Charles","Leon","Williams","","","Chuckie","G","75","180","Kansas State","1953-12-31","Columbus","OH","USA","East","Columbus","OH","USA","0000-00-00","B"
"willicl01","Clifford","L.","Williams","","","Cliff, Chain","G","75","180","Bowling Green","1945-04-15","","","","Southwestern","Detroit","MI","USA","0000-00-00","B"
"willidu01","Donald","Edgar","Williams","","","Don, Duck","G","74","180","Notre Dame","1956-08-02","Demopolis","AL","USA","Mackin","Washington","DC","USA","0000-00-00","B"
"willifl01","James","","Williams","","","Fly","G-F","77","200","Austin Peay","1953-02-18","Brooklyn","NY","USA","Madison/Glen Springs","Brooklyn / NYS","NY","USA","0000-00-00","B"
"willige01","Eugene","","Williams","","","Gene","F","79","235","Kansas State","1947-04-01","San Francisco","CA","USA","Galileo","San Francisco","CA","USA","0000-00-00","B"
"williha01","Henry","","Williams","","","Hank","F","77","210","Jacksonville","1952-04-28","Norristown","PA","USA","Eisenhower","Norristown","PA","USA","0000-00-00","B"
"willihe01","Herbert","L.","Williams","","","Herb","C-F","82","242","Ohio State","1958-02-16","Columbus","OH","USA","Marion Franklin","Columbus","OH","USA","0000-00-00","B"
"williho01","John","","Williams","","","Hot Rod","F-C","83","215","Tulane","1962-08-09","Sorrento","LA","USA","St. Amant","St. Amant","LA","USA","0000-00-00","B"
"willija03","Jason","","Williams","","","Jay","G","74","195","Duke","1981-09-10","Plainfield","NJ","USA","St. Joseph's","Metuchen","NJ","USA","0000-00-00","B"
"willike03","Kenneth","Ray","Williams","","","Kenny","F","81","205","Elizabeth City State(DNP)","1969-06-09","Elizabeth City","NC","USA","Northeastern / Fork Union","Elizabeth City / Fork Union","NC","USA","0000-00-00","B"
"willimi01","Milton","","Williams","","","Milt","G","74","182","Lincoln (MO)","1945-11-22","Seattle","WA","USA","","","","","0000-00-00","B"
"willimi02","Micheal","Douglas","Williams","","","","G","74","175","Baylor","1966-07-23","Dallas","TX","USA","David Carter","Dallas","TX","USA","0000-00-00","B"
"willimi03","Michael","George","Williams","","","Mike","F","80","255","Bradley","1963-08-14","Chicago","IL","USA","De La Salle","Chicago","IL","USA","0000-00-00","B"
"willimo01","Tavares","Montgomery","Williams","","","Monty","F","80","225","Notre Dame","1971-10-08","Fredericksburg","VA","USA","Potomac","Oxon Hill","MD","USA","0000-00-00","B"
"willina01","Nathaniel","Russell","Williams","","","Nate","F-G","76","215","Utah State","1950-05-02","Columbia","LA","USA","McClymonds","Oakland","CA","USA","0000-00-00","B"
"willira01","Thomas","Ray","Williams","","","Ray","G","74","188","Minnesota","1954-10-14","Mount Vernon","NY","USA","Mount Vernon","Mount Vernon","NY","USA","0000-00-00","B"
"williri01","Richard","C.","Williams","","","Rickey","G","73","175","Long Beach State","1957-03-12","Buffalo","NY","USA","Bishop Timon","Buffalo","NY","USA","0000-00-00","B"
"williro01","Ronald","Robert","Williams","","","Ron, Fritz","G","75","188","West Virginia  ","1944-09-24","Weirton","WV","USA","Weirton","Weirton","WV","USA","2004-04-04","B"
"williro02","Robert","Aaron","Williams","","","Rob","G","74","175","Houston","1961-05-05","Houston","TX","USA","Milby","Houston","TX","USA","0000-00-00","B"
"willisa01","Samuel","H.","Williams","","","Sam, Soupie","G","75","180","Iowa","1945-01-22","","","","Northern","Detroit","MI","USA","0000-00-00","B"
"willisa02","Samuel","Keith","Williams","","","Sam","F","80","210","Arizona State","1959-03-07","Los Angeles","CA","USA","Westchester","Los Angeles","CA","USA","0000-00-00","B"
"willisl01","Sylvester","","Williams","","","Sly, The Garbage Man","F-G","79","210","Rhode Island","1958-01-26","New Haven","CT","USA","Lee","New Haven","CT","USA","0000-00-00","B"
"williva01","Duncan","Vann","Williford","","","Vann","F","78","195","North Carolina State","1948-01-26","Fayetteville","NC","USA","Fayetteville","Fayetteville","NC","USA","0000-00-00","W"
"williwa02","Walter","Ander","Williams","","","Walt, The Wizard","F-G","80","219","Maryland","1970-04-16","Washington","DC","USA","Crossland","Temple Hills","MD","USA","0000-00-00","B"
"willobi01","William","Wesley","Willoughby","","","Bill","F-C","80","205","none","1957-05-20","Englewood","NJ","USA","Dwight Morrow","Englewood","NJ","USA","0000-00-00","B"
"wilsobo01","Robert","","Wilson","","Jr.","Bob, Bobby","G","76","185","West Virginia State","1926-03-08","","","","Kelly Miller","Clarksburg","WV","USA","0000-00-00","B"
"wilsobo03","Robert","E.","Wilson","","","Bobby","G","74.5","175","Wichita State","1951-01-15","Indianapolis","IN","USA","Shortridge","Indianapolis","IN","USA","0000-00-00","B"
"wilsobu01","Thomas","Eugene","Wilson","","","Bubba","G","75","175","Western Carolina","1955-08-07","Gastonia","NC","USA","Hunter Huss","Gastonia","NC","USA","0000-00-00","B"
"wilsomi01","Michael","","Wilson","","","Mike","G","75","175","Marquette","1959-09-15","Memphis","TN","USA","Manassas","Memphis","TN","USA","0000-00-00","B"
"wilsoot01","Coatlen","Othell","Wilson","","","Othell","G","72","190","Virginia","1961-10-26","Alexandria","VA","USA","Woodbridge / Gar-Field","Woodbridge","VA","USA","0000-00-00","B"
"wilsori01","Richard","","Wilson","","","Rick","G","76.5","200","Louisville","1956-02-07","Louisville","KY","USA","Atherton","Louisville","KY","USA","0000-00-00","B"
"wilsost01","Stephen","Earl","Wilson","","","Steve","G","77","185","Hanover","1948-10-16","Richmond","IN","USA","","","","","0000-00-00","W"
"winfile01","Leroy","","Winfield","","","Lee","G","74","174","North Texas State","1947-02-04","St. Louis","MO","USA","Sumner","St. Louis","MO","USA","2011-02-04","B"
"winklma01","Marvin","","Winkler","","","Marv","G","73","164","Southwest Louisiana","1948-02-18","","","","Washington","Indianapolis","IN","USA","0000-00-00","B"
"wisesk01","Allen","Harper","Wise","","Jr.","Skip","G","74","170","Clemson","1955-07-25","Baltimore","MD","USA","Dunbar","Baltimore","MD","USA","0000-00-00","B"
"wittelu01","Luther","E.","Witte","","","Luke","C","84","235","Ohio State","1950-10-19","Philadelphia","PA","USA","Marlington","Alliance","OH","USA","0000-00-00","W"
"wittmgr01","H.","Gregory","Wittman","","","Greg","F","80","210","Western Carolina","1947-05-10","Rockingham","NC","USA","Rockingham","Rockingham","NC","USA","0000-00-00","W"
"wittsga01","Garrett","David","Witts","","","Garry","G-F","79","190","Holy Cross","1959-07-03","Elizabeth","NJ","USA","St. Joseph's","Metuchen","NJ","USA","0000-00-00","W"
"wohlda01","David","Bruce","Wohl","","","Dave","G","74","185","Pennsylvania","1949-11-02","Flushing","NY","USA","East Brunswick","East Brunswick","NJ","USA","0000-00-00","W"
"wolfjo01","Joseph","James","Wolf","","","Joe","F-C","83","230","North Carolina","1964-12-17","Kohler","WI","USA","Kohler","Kohler","WI","USA","0000-00-00","W"
"woodal01","Martin","Alphonzo","Wood","","","Al","G-F","78","193","North Carolina","1958-06-02","Gray","GA","USA","Jones County","Gray","GA","USA","0000-00-00","B"
"woodbo01","Robert","A.","Wood","","","Bob","G","70","0","DeKalb Teachers","1921-10-07","","","","","","","","0000-00-00","W"
"woodho01","James","Howard","Wood","","","Howard","F","79","235","Tennessee","1959-05-20","Southhampton","NY","USA","East Hampton","East Hampton","NY","USA","0000-00-00","B"
"woodle01","Osie","Leon","Wood","","III","Leon","G","74","185","Cal. State-Fullerton","1962-03-25","Columbia","SC","USA","Santa Monica","Santa Monica","CA","USA","0000-00-00","B"
"woodsmi01","Michael","Dean","Woodson","","","Mike","G-F","77","195","Indiana","1958-03-24","Indianapolis","IN","USA","Broad Ripple","Indianapolis","IN","USA","0000-00-00","B"
"woodsra01","Randolph","","Woods","","","Randy","G","70","185","LaSalle","1970-09-23","Philadelphia","PA","USA","Benjamin Franklin","Philadelphia","PA","USA","0000-00-00","B"
"woodsto01","James","Thomas","Woods","","Jr.","Tommy","F","78.5","210","East Tennessee State","1943-06-10","","","","","","","","0000-00-00","B"
"woollbo01","Robert","George","Woollard","","","Bob","C","82","215","Wake Forest","1940-07-27","(ht) Bloomfield","NJ","USA","Bloomfield","Bloomfield","NJ","USA","0000-00-00","W"
"workmto01","Thomas","Edwin","Workman","","","Tom, Hawk","F-C","79","218","Seattle","1944-11-14","Seattle","WA","USA","Blanchet","Seattle","WA","USA","0000-00-00","W"
"worthsa01","Samuel","Lee","Worthen","","","Sam","G","77","195","Marquette","1958-01-17","Brooklyn","NY","USA","Franklin K. Lane","Brooklyn","NY","USA","0000-00-00","B"
"wrighbr01","Bradford","William","Wright","","","Brad","F","83","225","UCLA","1962-03-26","Hollywood","CA","USA","Murphy","Los Angeles","CA","USA","0000-00-00","B"
"wrighho01","Howard","L.","Wright","","","Howie","G","75","185","Austin Peay","1947-02-22","Louisville","KY","USA","","","","","0000-00-00","B"
"wrighjo01","Joseph","A.","Wright","","","Joby","F-C","80","220","Indiana","1950-09-05","Savannah","GA","USA","Johnson","Savannah","GA","USA","0000-00-00","B"
"wrighle01","James","Leroy","Wright","","","Leroy","F","81","215","Pacific","1938-05-06","New York","NY","USA","Aycock","Rockdale","TX","USA","0000-00-00","B"
"wrighlo01","Lawrence","","Wright","","","Lonnie","G","74","205","Colorado State","1944-01-23","Newark","NJ","USA","Southside","Newark","NJ","USA","2012-03-23","B"
"yelvech01","Charles","W.","Yelverton","","","Charlie","G-F","74","190","Fordham","1948-12-05","","","","Rice","New York","NY","USA","0000-00-00","B"
"yonakri01","Richard","Robert","Yonakor","","","Rich","F","81","220","North Carolina","1958-10-03","Euclid","OH","USA","Euclid","Euclid","OH","USA","0000-00-00","W"
"youngko01","Suntino","Korleone","Young","","","Korleone, Don","F","79","213","none","1978-12-31","Wichita","KS","USA","Wichita East / Hargrave Military Academy","Wichita / Chatham","KS / VA","USA","0000-00-00","B"
"zawolze01","Robert","Michael","Zawoluk","","","Bob, Zeke","F-C","79","215","St. John's (NY)","1930-10-13","Brooklyn","NY","USA","St. Francis Prep","Brooklyn","NY","USA","2007-01-09","W"
